0.89	0.3
0.85	0.1
0.9	0.78
0.84	0.53
1.0	0.21
1.0	0.4
0.54	0.2
0.95	0.85
0.9	0.53
0.9	0.37
0.92	0.79
0.86	0.08
1.0	0.18
0.93	0.89
0.96	0.7
0.91	0.07
0.96	0.08
1.0	0.42
1.0	0.05
0.81	0.1
0.86	0.04
1.0	0.36
0.8	0.03
0.95	0.79
0.97	0.78
0.93	0.71
0.85	0.36
0.7	0.02
0.83	1.0
0.33	0.0
0.93	0.08
0.97	0.53
0.92	0.85
0.81	0.36
0.65	0.07
0.82	0.9
1.0	0.77
0.99	0.57
1.0	0.2
1.0	0.52
0.84	0.78
0.79	0.9
0.89	0.86
0.94	0.06
0.99	0.76
0.93	0.32
0.96	0.76
0.81	0.09
0.89	0.79
0.99	0.83
0.76	0.04
0.86	0.89
0.77	0.1
0.77	0.07
0.99	0.58
0.87	0.26
0.0	0.0
0.69	0.2
1.0	0.16
0.78	0.53
1.0	0.1
0.87	0.72
0.87	0.13
0.87	0.07
0.75	0.53
0.86	0.02
0.99	0.85
0.77	0.09
0.91	0.9
0.95	0.76
0.74	0.08
1.0	0.32
0.5	0.0
0.81	0.72
0.96	0.89
0.83	0.88
0.99	0.71
1.0	0.62
0.83	0.53
1.0	0.98
0.96	0.43
0.89	0.24
0.82	0.73
0.99	0.7
0.93	0.86
0.91	0.21
1.0	0.87
1.0	0.73
0.94	0.71
0.89	0.29
1.0	0.07
0.76	0.36
1.0	0.35
0.76	0.05
0.89	0.08
0.91	0.14
0.89	0.06
1.0	0.33
0.04	0.0
0.88	0.88
0.93	0.05
0.76	0.1
0.95	0.86
0.83	0.11
0.91	0.77
0.97	1.0
0.87	0.81
0.87	0.09
0.93	0.09
0.94	0.7
0.91	0.52
0.94	0.87
1.0	0.71
0.96	0.18
0.92	0.15
0.84	0.74
1.0	0.56
0.86	0.87
0.01	0.0
0.89	0.89
1.0	0.26
0.85	0.77
1.0	0.7
1.0	0.81
0.86	0.06
0.99	0.87
0.82	1.0
0.89	0.03
1.0	0.66
0.74	0.1
0.93	0.04
0.93	0.36
0.95	0.88
0.91	0.13
0.82	0.81
0.91	0.81
0.87	0.14
0.96	0.79
0.92	0.71
0.03	0.0
0.88	0.78
0.85	0.87
0.92	0.12
1.0	0.84
0.72	0.04
0.93	0.8
0.93	0.79
0.74	0.09
0.82	0.53
1.0	0.59
0.96	0.09
0.69	0.04
0.85	0.13
0.88	1.0
1.0	0.31
0.98	0.69
0.86	0.77
1.0	0.49
0.96	0.86
0.88	0.14
0.92	0.24
0.7	0.12
0.76	0.09
0.88	0.53
0.85	0.07
0.98	0.27
0.85	0.9
0.82	0.05
1.0	0.03
0.96	0.52
0.83	0.28
0.88	0.81
0.84	0.88
0.2	0.0
0.96	0.77
0.89	0.25
1.0	0.65
0.72	0.53
0.94	0.1
0.93	0.13
0.96	0.88
0.83	0.9
0.85	0.86
1.0	0.99
1.0	0.92
0.84	0.79
0.84	0.8
1.0	0.67
1.0	0.74
0.66	0.07
0.84	0.54
1.0	0.39
0.93	0.88
0.92	0.87
0.82	0.1
1.0	0.86
0.71	0.06
1.0	0.61
0.8	1.0
0.83	0.03
0.17	0.0
0.93	0.85
0.91	1.0
0.97	0.77
0.82	0.8
0.88	0.07
0.94	0.2
1.0	0.48
1.0	0.43
0.94	0.16
0.86	0.36
0.88	0.86
0.71	0.03
0.98	0.13
0.96	0.36
0.93	0.22
0.8	0.77
0.94	0.11
0.95	0.7
1.0	0.53
0.99	0.89
0.78	0.11
1.0	0.24
1.0	0.37
0.93	0.3
0.84	0.77
1.0	0.78
0.99	0.84
0.8	0.09
0.69	0.06
0.79	0.09
0.85	0.78
0.94	0.05
0.84	0.05
0.81	0.73
1.0	0.12
0.98	0.8
0.88	0.54
0.98	0.79
0.05	0.0
0.88	0.79
0.88	0.8
1.0	0.06
0.95	0.36
1.0	0.45
0.96	0.85
0.85	0.53
0.71	0.02
1.0	0.54
0.82	0.79
0.94	0.88
0.96	0.15
0.73	0.06
1.0	0.64
0.79	0.87
0.29	0.01
1.0	0.79
0.13	0.0
0.86	1.0
0.67	0.03
1.0	0.89
0.77	0.3
0.99	0.53
0.97	0.69
0.91	0.36
0.91	0.76
0.97	0.72
0.85	0.89
0.95	0.77
0.99	0.78
0.98	0.84
0.86	0.14
0.95	0.21
0.69	0.07
0.82	0.16
0.94	0.8
0.88	0.08
1.0	0.01
0.83	0.07
0.9	1.0
0.98	0.86
0.85	0.04
0.92	0.72
0.99	0.79
0.4	0.01
1.0	0.88
0.9	0.14
0.03	0.01
1.0	0.02
0.88	0.12
0.86	0.72
1.0	0.63
0.94	0.79
0.85	0.08
1.0	0.55
1.0	0.23
0.98	0.88
0.97	0.3
0.92	1.0
0.87	0.15
0.88	0.02
0.14	0.0
1.0	0.04
0.93	0.39
0.97	0.85
0.98	0.53
0.64	0.03
0.88	0.89
0.83	0.06
1.0	0.46
1.0	0.08
1.0	0.8
0.64	0.02
0.81	0.3
0.93	0.21
0.97	0.76
0.91	0.72
0.97	0.36
0.84	0.73
0.7	0.05
0.04	0.01
0.95	0.69
0.99	0.86
0.89	1.0
0.85	0.8
1.0	0.27
0.85	0.79
0.73	0.03
0.22	0.01
0.99	0.88
0.89	0.14
0.93	0.7
0.82	0.89
0.65	0.04
0.8	0.36
0.88	0.09
0.92	0.73
0.78	0.89
1.0	0.69
0.82	0.03
0.62	0.03
0.83	0.72
0.78	0.02
0.98	0.87
1.0	0.94
0.79	0.06
0.9	0.71
0.89	0.81
0.84	0.71
0.93	0.53
0.86	0.53
0.79	0.29
0.67	0.02
0.93	0.78
0.86	0.78
0.94	0.9
0.91	0.79
0.9	0.7
0.83	0.1
0.97	0.87
0.85	0.94
0.98	0.89
0.95	0.07
0.84	0.89
0.92	0.07
0.79	0.04
0.82	0.06
0.84	0.87
0.97	0.89
0.83	0.16
1.0	0.44
1.0	0.93
0.92	0.8
0.99	0.98
0.9	0.06
0.84	0.12
0.67	0.04
0.84	0.29
0.85	0.22
1.0	0.0
1.0	0.68
0.99	0.73
0.92	0.23
0.43	0.01
0.9	0.29
1.0	0.22
1.0	0.75
0.55	0.2
0.91	0.88
0.83	0.36
0.9	0.03
0.85	0.11
1.0	1.0
0.84	0.09
0.76	0.53
0.88	0.87
1.0	0.11
0.79	0.86
0.89	0.26
0.91	0.11
0.83	0.89
0.67	0.01
0.83	0.35
0.93	1.0
0.96	0.53
0.25	0.0
0.09	0.0
0.99	0.39
0.99	0.81
0.98	0.42
0.83	0.02
0.96	0.78
0.85	1.0
0.98	0.72
0.9	0.12
0.89	0.8
1.0	0.47
0.98	0.7
0.97	0.1
0.75	0.03
0.97	0.12
0.92	0.36
0.95	0.84
0.95	0.2
0.94	0.53
0.96	1.0
0.78	0.05
0.6	0.01
0.79	0.27
0.98	0.76
0.94	0.78
0.87	0.79
1.0	0.41
0.63	0.04
0.75	0.02
0.82	0.87
0.94	0.26
0.79	0.16
0.81	0.78
0.98	0.18
0.6	0.02
0.84	0.86
0.89	0.77
0.73	0.1
0.98	0.77
0.9	0.86
1.0	0.17
0.9	0.15
0.74	0.53
0.9	0.09
0.73	0.05
0.88	0.05
0.8	0.78
0.11	0.0
0.95	0.78
0.78	0.1
0.08	0.0
0.8	0.53
1.0	0.25
0.95	0.14
0.78	0.36
0.89	0.36
0.75	0.01
0.88	0.1
0.79	0.08
0.87	1.0
0.77	0.53
0.9	0.76
0.95	0.53
0.9	0.36
0.63	0.03
0.92	0.77
0.84	0.85
0.06	0.0
0.87	0.53
0.81	0.75
0.02	0.0
0.86	0.9
0.9	0.79
0.87	0.78
0.78	0.09
0.63	0.02
